Date,SQ,REA.AX,WTC.AX,XRO.AX,CPU.AX,SEK.AX,CAR.AX,NXT.AX,PME.AX,ALU.AX
2020-03-10,67.23999786376953,91.96154022216795,13.385355949401855,75.55000305175781,10.7144193649292,18.17998313903809,14.258828163146973,8.0,16.528095245361328,27.29762077331543
2020-03-11,62.43999862670898,85.3403091430664,12.89698314666748,74.47000122070312,9.770418167114258,16.861326217651367,12.954036712646484,7.25,16.736555099487305,25.22105407714844
2020-03-12,53.56999969482422,91.1081314086914,13.564756393432615,80.38999938964844,9.959218978881836,17.375215530395508,13.291969299316406,7.199999809265137,16.498315811157227,26.32270622253418
2020-03-13,57.77000045776367,,,,,,,,,
2020-03-15,,76.76704406738281,13.54482364654541,68.16000366210938,8.590415954589844,15.145137786865234,11.348862648010254,6.579999923706055,15.386515617370604,24.626354217529297
2020-03-16,41.27000045776367,80.8182601928711,12.62788200378418,73.8499984741211,9.071855545043944,15.387537002563477,12.343883514404297,7.150000095367432,15.773659706115724,25.737756729125977
2020-03-17,44.72999954223633,79.45477294921875,11.84050750732422,66.61000061035156,8.50545597076416,13.942834854125977,11.634239196777344,7.059999942779541,15.704171180725098,24.255884170532227
2020-03-18,39.5,71.85260772705078,10.445161819458008,63.93999862670898,8.297774314880371,13.768306732177734,11.166580200195312,7.289999961853027,14.751198768615724,26.078975677490234
2020-03-19,40.0,74.24606323242188,11.76077365875244,61.75,8.760335922241211,14.07857894897461,11.2620210647583,7.190000057220459,17.1137752532959,25.56227302551269
2020-03-20,38.09000015258789,,,,,,,,,
2020-03-22,,63.77961730957031,11.96010971069336,58.75,8.203373908996582,11.586709022521973,9.992658615112305,6.96999979019165,15.90270709991455,24.0511531829834
2020-03-23,40.0099983215332,66.2123031616211,13.624558448791504,63.09000015258789,8.118415832519531,11.732149124145508,10.460317611694336,7.590000152587891,17.31230926513672,25.09431266784668
2020-03-24,46.310001373291016,67.6836929321289,12.468414306640623,65.38999938964844,8.722575187683105,12.820093154907228,10.565302848815918,7.739999771118164,16.84575080871582,24.68484878540039
2020-03-25,52.38999938964844,75.80574035644531,13.754125595092772,67.81999969482422,8.703695297241211,14.21187686920166,11.672415733337402,8.039999961853027,17.649822235107422,26.312957763671875
2020-03-26,56.02999877929688,70.7637939453125,14.451799392700195,65.19999694824219,8.524335861206055,13.672804832458496,11.233388900756836,7.909999847412109,18.15608787536621,25.347789764404297
2020-03-27,53.34000015258789,,,,,,,,,
2020-03-29,,79.65095520019531,15.797310829162598,68.0,9.16625690460205,14.643132209777832,11.920561790466309,9.010000228881836,19.4068603515625,27.317119598388672
2020-03-30,55.0,75.5212631225586,17.043155670166016,67.91000366210938,9.16625690460205,14.535319328308104,11.214301109313965,8.920000076293945,19.287742614746094,27.872821807861328
2020-03-31,52.380001068115234,83.39807891845703,15.84714412689209,69.5,9.515536308288574,15.437037467956545,12.397767066955566,9.18000030517578,20.895875930786133,27.96056365966797
2020-04-01,46.810001373291016,77.52235412597656,14.93020248413086,65.77999877929688,9.08129596710205,14.790151596069336,11.853754043579102,9.18000030517578,21.37236595153809,26.63467788696289
2020-04-02,45.880001068115234,74.9719467163086,14.481698989868164,65.66000366210938,9.043537139892578,14.24127960205078,11.157034873962402,9.199999809265137,20.588150024414062,26.351951599121094
2020-04-03,43.720001220703125,,,,,,,,,
2020-04-06,50.41999816894531,77.9049072265625,14.80063533782959,69.38999938964844,9.591057777404783,14.006048202514648,11.013875961303713,8.779999732971191,21.20360946655273,29.13045883178711
2020-04-07,50.310001373291016,80.72997283935547,14.571399688720703,71.05000305175781,10.374578475952148,14.848959922790527,11.166580200195312,8.640000343322754,22.7224063873291,29.6861629486084
2020-04-08,57.040000915527344,81.29891204833984,15.099637985229492,73.08000183105469,10.015857696533203,15.486043930053713,11.338374137878418,8.399999618530273,22.27570152282715,29.4716796875
2020-04-09,59.209999084472656,82.85857391357422,15.90694522857666,78.0999984741211,10.20465850830078,15.995712280273438,12.082812309265137,8.670000076293945,23.36764907836914,30.15412330627441
2020-04-13,59.41999816894531,,,,,,,,,
2020-04-14,62.40999984741211,84.57518768310547,15.777377128601074,79.05000305175781,10.6577787399292,16.38776397705078,12.731809616088867,9.270000457763672,24.11215591430664,30.553834915161133
2020-04-15,61.380001068115234,81.54413604736328,15.588008880615234,79.52999877929688,10.893778800964355,16.181936264038086,13.37126350402832,9.279999732971191,24.62834930419922,30.924304962158203
2020-04-16,57.31999969482422,80.18064880371094,15.289006233215332,79.18000030517578,10.459538459777832,15.878097534179688,13.209014892578123,9.15999984741211,24.390106201171875,30.758567810058597
2020-04-17,61.09000015258789,81.55394744873047,15.667743682861328,78.83000183105469,10.922099113464355,16.701404571533203,13.399895668029783,8.829999923706055,24.4298152923584,31.53849983215332
2020-04-20,61.060001373291016,80.1512222290039,15.697644233703612,78.0,10.629459381103516,16.495576858520508,12.970412254333496,8.899999618530273,24.01289176940918,31.304523468017575
2020-04-21,57.400001525878906,79.13105773925781,13.73419189453125,75.0199966430664,10.355697631835938,15.83889102935791,12.397767066955566,8.529999732971191,24.052595138549805,29.92989158630371
2020-04-22,60.959999084472656,78.56212615966797,16.03651237487793,75.4000015258789,10.138577461242676,15.985909461975098,12.369134902954102,8.4399995803833,24.469520568847656,30.08587646484375
2020-04-23,61.81999969482422,78.47384643554688,16.01658058166504,75.7300033569336,10.185778617858888,15.603659629821776,12.2164306640625,8.609999656677246,24.320619583129883,30.06637954711914
2020-04-24,62.0099983215332,78.73868560791016,16.18601417541504,76.12999725341797,10.355697631835938,15.3292236328125,12.407310485839844,8.479999542236328,24.390106201171875,30.51483917236328
2020-04-27,63.54999923706055,83.9964370727539,17.132856369018555,79.87999725341797,10.61057949066162,15.887896537780762,12.941781044006348,8.380000114440918,25.46219825744629,32.376922607421875
2020-04-28,61.75,83.86892700195312,17.192655563354492,80.2300033569336,10.535059928894045,15.564454078674316,12.808162689208984,8.5,25.56146812438965,32.20144271850586
2020-04-29,65.7699966430664,86.15447235107422,17.52155876159668,78.98999786376953,10.723858833312988,16.475975036621094,13.285367012023926,8.630000114440918,24.87652015686035,32.523162841796875
2020-04-30,65.13999938964844,87.33158111572266,18.528200149536133,79.52999877929688,11.49794101715088,17.06405258178711,13.543057441711426,8.869999885559082,25.96846580505371,33.29335021972656
2020-05-01,63.0,83.37845611572266,17.760761260986328,77.5,10.66722011566162,16.338756561279297,12.989500045776367,8.949999809265137,24.97578811645508,32.20144271850586
2020-05-04,63.68999862670898,83.55502319335938,18.59796905517578,79.04000091552734,10.61874294281006,15.740877151489258,12.630101203918455,9.4399995803833,25.17432403564453,32.8741340637207
2020-05-05,66.69000244140625,85.43840026855469,19.0963077545166,79.69000244140625,10.93655776977539,16.299551010131836,12.968158721923828,9.449999809265137,25.938684463500977,34.131771087646484
2020-05-06,68.0999984741211,86.59588623046875,19.724214553833008,79.19000244140625,10.805693626403809,16.82882308959961,13.062061309814451,9.520000457763672,26.30597686767578,34.41449737548828
2020-05-07,74.62000274658203,86.66455078125,19.993314743041992,82.0999984741211,10.67482852935791,16.593589782714844,13.033891677856444,9.550000190734863,27.08026695251465,35.21392822265625
2020-05-08,76.05000305175781,93.35445404052734,19.84381484985352,82.30000305175781,10.684176445007324,17.06405258178711,13.390725135803224,9.5600004196167,26.56407165527344,35.43815994262695
2020-05-11,74.9000015258789,91.67707061767578,19.784013748168945,82.94000244140625,11.048727989196776,17.054250717163086,13.268651008605955,9.550000190734863,26.38539123535156,35.86711883544922
2020-05-12,75.20999908447266,90.21549987792967,19.32554244995117,83.37000274658203,11.254372596740724,16.975841522216797,13.34377384185791,9.4399995803833,26.107440948486328,34.453495025634766
2020-05-13,73.79000091552734,90.23511505126952,19.664411544799805,83.7699966430664,11.104812622070312,16.995445251464844,13.400116920471191,9.399999618530272,26.78246116638184,34.15127182006836
2020-05-14,78.19999694824219,88.78335571289062,18.837173461914062,79.7699966430664,10.964600563049316,16.79941749572754,13.249869346618652,9.350000381469728,25.60117530822754,33.97578811645508
2020-05-15,80.26000213623047,88.65582275390625,19.076372146606445,75.31999969482422,10.852431297302246,16.936635971069336,13.400116920471191,9.359999656677246,25.938684463500977,34.1025276184082
2020-05-18,76.62999725341797,91.71630859375,20.162750244140625,77.1500015258789,11.00199031829834,17.31888771057129,13.869636535644531,9.510000228881836,26.792388916015625,33.99528503417969
2020-05-19,79.25,94.44326782226562,20.52155303955078,79.4000015258789,11.357194900512695,17.622726440429688,14.09500789642334,9.489999771118164,27.66594696044922,34.0245361328125
2020-05-20,82.04000091552734,94.92391967773438,20.58135223388672,80.16000366210938,11.852612495422363,18.23040771484375,14.799288749694824,9.449999809265137,27.83470344543457,35.399166107177734
2020-05-21,81.48999786376953,95.08087158203124,20.820556640625,79.94000244140625,11.852612495422363,18.671464920043945,14.69599437713623,9.399999618530272,28.430307388305664,35.311424255371094
2020-05-22,81.48999786376953,95.45362091064452,20.4517879486084,80.1500015258789,11.68435764312744,18.730274200439453,14.53635597229004,9.40999984741211,28.29133415222168,34.99945068359375
2020-05-25,,98.02364349365234,21.79730033874512,82.5,12.07695198059082,18.79888343811035,15.034049034118652,9.449999809265137,28.926647186279297,35.96461868286133
2020-05-26,80.79000091552734,100.92717742919922,22.116235733032227,85.04000091552734,12.563020706176758,19.59278678894043,15.484787940979004,9.5600004196167,29.46269416809082,36.21809005737305
2020-05-27,81.0199966430664,97.7097396850586,22.27570343017578,84.69999694824219,12.460197448730469,19.9260311126709,15.315760612487791,9.31999969482422,27.715578079223636,35.808631896972656
2020-05-28,79.62000274658203,99.11246490478516,20.989990234375,85.0,12.619105339050291,19.88682556152344,15.2781982421875,9.260000228881836,27.90419006347656,36.09135437011719
2020-05-29,81.08000183105469,98.5533447265625,20.32221794128418,85.2699966430664,12.245206832885742,19.730003356933597,15.16551399230957,9.229999542236328,28.61891746520996,36.25708770751953
2020-06-01,82.72000122070312,100.83889770507812,20.102951049804688,86.61000061035156,12.40411376953125,19.837820053100582,15.2781982421875,8.989999771118164,29.105329513549805,36.37408065795898
2020-06-02,88.0,101.3882064819336,21.039825439453125,86.73999786376953,12.497588157653809,19.916229248046875,15.578692436218262,9.010000228881836,28.152359008789062,36.296085357666016
2020-06-03,91.97000122070312,103.48738098144533,21.886999130249023,89.33000183105469,12.506936073303224,20.23967170715332,15.935526847839355,9.350000381469728,27.46741104125977,36.34482955932617
2020-06-04,87.72000122070312,103.67375946044922,22.435171127319336,89.37999725341797,12.534978866577148,20.19066429138184,15.794672012329102,9.34000015258789,27.556751251220703,35.53565216064453
2020-06-05,89.93000030517578,102.810546875,22.07636833190918,87.41999816894531,12.58171558380127,19.70059967041016,15.512959480285645,9.25,26.33575820922852,34.0245361328125
2020-06-08,89.62000274658203,,,,,,,,,
2020-06-09,89.52999877929688,104.07594299316406,22.425203323364254,81.80999755859375,12.759318351745604,19.9946403503418,15.69137477874756,8.829999923706055,26.127294540405277,33.108116149902344
2020-06-10,91.91000366210938,105.5277099609375,22.33550453186035,85.0,13.105175018310549,20.0240421295166,16.08577537536621,8.880000114440918,26.80231666564941,33.19585418701172
2020-06-11,86.08999633789062,102.0748519897461,21.82719993591309,84.7699966430664,12.039562225341797,19.661396026611328,15.62564468383789,9.130000114440918,27.546825408935547,33.32259750366211
2020-06-12,86.72000122070312,100.66232299804688,21.149459838867188,83.7699966430664,11.87130641937256,19.10272026062012,15.353322982788086,8.920000076293945,27.18946075439453,32.7181510925293
2020-06-15,91.0,98.48468017578124,19.823881149291992,83.11000061035156,11.646968841552734,18.749874114990234,15.024659156799316,9.140000343322754,27.07033920288086,31.596996307373047
2020-06-16,94.73999786376952,103.6443328857422,21.0198917388916,86.30000305175781,12.067604064941406,20.10245513916016,15.916746139526367,9.5,26.951217651367188,33.156856536865234
2020-06-17,97.02999877929688,105.7827377319336,22.255769729614254,88.44999694824219,12.591062545776367,20.621923446655277,16.902740478515625,9.510000228881836,27.576602935791016,33.829551696777344
2020-06-18,98.2699966430664,104.26231384277344,21.637828826904297,88.87000274658203,12.516283988952637,20.39649200439453,16.442609786987305,9.470000267028809,26.861875534057617,33.264095306396484
2020-06-19,97.9800033569336,108.30371856689452,23.32221221923828,89.29000091552734,12.3386812210083,21.25900650024414,16.508342742919922,9.869999885559082,28.11265182495117,35.447906494140625
2020-06-22,104.22000122070312,108.75494384765624,22.00659942626953,88.5199966430664,12.310639381408691,21.376623153686523,16.442609786987305,9.829999923706056,27.68579864501953,32.75714111328125
2020-06-23,104.75,108.53913879394533,21.92686653137207,88.7699966430664,12.376070976257324,21.190399169921875,16.508342742919922,9.829999923706056,26.98099708557129,31.97721290588379
2020-06-24,100.87999725341795,104.95877075195312,22.036500930786133,90.66999816894533,12.460197448730469,21.376623153686523,16.62102699279785,10.140000343322754,27.34828758239746,32.49391555786133
2020-06-25,104.77999877929688,101.96694946289062,21.57802963256836,88.9000015258789,12.14238452911377,20.729736328125,16.292362213134766,9.68000030517578,27.546825408935547,31.704235076904297
2020-06-26,104.3000030517578,102.89883422851562,21.568063735961918,89.81999969482422,12.217164039611816,20.964967727661133,16.245412826538086,9.6899995803833,27.546825408935547,32.26968765258789
2020-06-29,103.68000030517578,102.19256591796876,19.724214553833008,89.9000015258789,12.030214309692385,20.778743743896484,16.160898208618164,9.729999542236328,26.83209609985352,31.596996307373047
2020-06-30,104.94000244140624,105.82198333740234,19.28567695617676,90.11000061035156,12.385418891906738,21.45503044128418,16.658588409423828,9.880000114440918,26.266267776489254,31.66523742675781
2020-07-01,115.9000015258789,105.35114288330078,18.48833656311035,90.8000030517578,12.544326782226562,21.366819381713867,16.62102699279785,10.68000030517578,26.484657287597656,31.48975372314453
2020-07-02,113.38999938964844,106.64595794677734,19.63451194763184,91.8000030517578,12.60041046142578,21.55304527282715,17.14689064025879,10.760000228881836,26.653413772583008,32.376922607421875
2020-07-03,,108.59799194335938,20.47171974182129,91.16999816894533,12.58171558380127,21.827482223510746,17.05298614501953,11.100000381469728,26.296049118041992,33.72230911254883
2020-07-06,118.97000122070312,104.7822036743164,21.388660430908203,90.33999633789062,12.563020706176758,21.268808364868164,16.79944610595703,11.050000190734863,26.693119049072266,33.34209442138672
2020-07-07,125.5999984741211,104.9293441772461,22.07636833190918,92.16999816894533,12.469545364379885,21.758872985839844,17.14689064025879,11.399999618530272,27.169607162475582,34.16102600097656
2020-07-08,133.35000610351562,101.11354064941406,21.4982967376709,92.06999969482422,12.245206832885742,20.86695671081543,16.827617645263672,11.300000190734863,26.09751510620117,33.68331527709961
2020-07-09,129.38999938964844,104.30155181884766,20.99995803833008,91.95999908447266,12.469545364379885,21.14138984680176,16.949689865112305,11.31999969482422,25.849346160888672,33.58582305908203
2020-07-10,128.0500030517578,102.7516860961914,20.272384643554688,93.18000030517578,12.40411376953125,20.99437141418457,16.818225860595703,11.40999984741211,25.08498191833496,33.04962158203125
2020-07-13,118.6500015258789,103.20291137695312,20.102951049804688,92.8499984741211,12.413460731506348,21.229602813720703,16.837007522583008,11.3100004196167,24.310693740844727,32.65965270996094
2020-07-14,121.23999786376952,102.0159912109375,20.033180236816406,88.76000213623047,12.245206832885742,20.710134506225582,16.508342742919922,10.90999984741211,24.211423873901367,31.48000717163086
2020-07-15,122.1999969482422,104.41926574707033,20.950122833251957,91.70999908447266,12.63780117034912,21.13158798217773,16.968473434448242,11.050000190734863,25.07505416870117,32.17219543457031
2020-07-16,119.9499969482422,104.45849609375,20.920223236083984,89.55000305175781,12.516283988952637,21.337417602539062,17.071767807006836,11.0,24.687911987304688,31.74323272705078
2020-07-17,120.7300033569336,104.95877075195312,20.58135223388672,89.7699966430664,12.591062545776367,21.35702133178711,17.23140525817871,10.93000030517578,24.33054542541504,31.65549087524414
2020-07-20,128.38999938964844,103.27157592773438,21.09962654113769,91.01000213623048,12.63780117034912,21.25900650024414,17.128110885620117,10.949999809265137,24.58864402770996,32.074703216552734
2020-07-21,126.98999786376952,108.15657806396484,22.04646873474121,96.08000183105467,12.94626808166504,22.150924682617188,17.879343032836914,11.56999969482422,25.928760528564453,34.05378341674805
2020-07-22,129.17999267578125,106.45957946777344,21.189327239990234,93.69000244140624,12.67519187927246,21.56284523010254,17.682144165039062,11.470000267028809,24.310693740844727,33.088619232177734
2020-07-23,122.93000030517578,107.36202239990234,21.13949203491211,93.31999969482422,12.796708106994627,21.95489883422852,17.672754287719727,11.420000076293944,24.1220817565918,32.864383697509766
2020-07-24,121.41000366210938,105.27266693115234,20.67105484008789,92.7699966430664,12.62845230102539,21.582448959350582,17.20323371887207,11.1899995803833,23.6257438659668,31.9967098236084
2020-07-27,125.75,108.30371856689452,20.75078773498535,93.69000244140624,12.712580680847168,21.994104385375977,17.560070037841797,11.4399995803833,23.65552520751953,32.25019073486328
2020-07-28,123.51000213623048,108.26448059082033,20.52155303955078,92.4499969482422,12.712580680847168,21.876487731933597,17.54128646850586,11.1899995803833,23.79450035095215,32.1526985168457
2020-07-29,128.5500030517578,106.68519592285156,19.784013748168945,90.6500015258789,12.591062545776367,21.55304527282715,17.560070037841797,10.979999542236328,23.55625534057617,31.61649513244629
